"id","species_authority","canonical_sciname","image","notes","authority_year","parens_auth_genus","internal_id","major_type","genus","taxon_author","parens_auth_species","genus_authority","deprecated_scientific","subspecies","simple_linnean_group","linnean_order","source","species","taxon_credit","taxon_credit_date","common_name","major_subtype","linnean_family","simple_linnean_subgroup"
"1757","","Myotis goudoti","","","","0","14163","","myotis","","0","","","","eutheria","chiroptera","iucn","goudoti","","","","","vespertilionidae","bats"
"1758","","Myotis grisescens","","","","0","14132","","myotis","","0","","","","eutheria","chiroptera","iucn","grisescens","","","","","vespertilionidae","bats"
"1759","","Myotis hajastanicus","","","","0","136288","","myotis","","0","","","","eutheria","chiroptera","iucn","hajastanicus","","","","","vespertilionidae","bats"
"1760","","Myotis handleyi","","","","0","100000233","","myotis","","0","","","","eutheria","chiroptera","newsp","handleyi","","","","","vespertilionidae","bats"
"1761","","Myotis hasseltii","","","","0","14164","","myotis","","0","","","","eutheria","chiroptera","iucn","hasseltii","","","","","vespertilionidae","bats"
"1762","","Myotis hermani","","","","0","14165","","myotis","","0","","","","eutheria","chiroptera","iucn","hermani","","","","","vespertilionidae","bats"
"1763","","Myotis horsfieldii","","","","0","14166","","myotis","","0","","","","eutheria","chiroptera","iucn","horsfieldii","","","","","vespertilionidae","bats"
"1764","","Myotis ikonnikovi","","","","0","14168","","myotis","","0","","","","eutheria","chiroptera","iucn","ikonnikovi","","","","","vespertilionidae","bats"
"1765","","Myotis insularum","","","","0","14169","","myotis","","0","","","","eutheria","chiroptera","iucn","insularum","","","","","vespertilionidae","bats"
"1766","","Myotis izecksohni","","","","0","100000234","","myotis","","0","","","","eutheria","chiroptera","newsp","izecksohni","","","","","vespertilionidae","bats"
"1767","","Myotis keaysi","","","","0","14170","","myotis","","0","","","","eutheria","chiroptera","iucn","keaysi","","","","","vespertilionidae","bats"
"1768","","Myotis keenii","","","","0","14171","","myotis","","0","","","","eutheria","chiroptera","iucn","keenii","","","","","vespertilionidae","bats"
"1769","","Myotis laniger","","","","0","136429","","myotis","","0","","","","eutheria","chiroptera","iucn","laniger","","","","","vespertilionidae","bats"
"1770","","Myotis lavali","","","","0","100000235","","myotis","","0","","","","eutheria","chiroptera","newsp","lavali","","","","","vespertilionidae","bats"
"1771","","Myotis leibii","","","","0","14172","","myotis","","0","","","","eutheria","chiroptera","iucn","leibii","","","","","vespertilionidae","bats"
"1772","","Myotis levis","","","","0","14174","","myotis","","0","","","","eutheria","chiroptera","iucn","levis","","","","","vespertilionidae","bats"
"1773","","Myotis longipes","","","","0","14175","","myotis","","0","","","","eutheria","chiroptera","iucn","longipes","","","","","vespertilionidae","bats"
"1774","","Myotis lucifugus","","","","0","14176","","myotis","","0","","","","eutheria","chiroptera","iucn","lucifugus","","","","","vespertilionidae","bats"
"1775","","Myotis macrodactylus","","","","0","14177","","myotis","","0","","","","eutheria","chiroptera","iucn","macrodactylus","","","","","vespertilionidae","bats"
"1776","","Myotis macropus","","","","0","136697","","myotis","","0","","","","eutheria","chiroptera","iucn","macropus","","","","","vespertilionidae","bats"
"1777","","Myotis macrotarsus","","","","0","14178","","myotis","","0","","","","eutheria","chiroptera","iucn","macrotarsus","","","","","vespertilionidae","bats"
"1778","","Myotis martiniquensis","","","","0","14179","","myotis","","0","","","","eutheria","chiroptera","iucn","martiniquensis","","","","","vespertilionidae","bats"
"1779","","Myotis melanorhinus","","","","0","136784","","myotis","","0","","","","eutheria","chiroptera","iucn","melanorhinus","","","","","vespertilionidae","bats"
"1780","","Myotis midastactus","","","","0","100000236","","myotis","","0","","","","eutheria","chiroptera","newsp","midastactus","","","","","vespertilionidae","bats"
"1781","","Myotis moluccarum","","","","0","136770","","myotis","","0","","","","eutheria","chiroptera","iucn","moluccarum","","","","","vespertilionidae","bats"
"1782","","Myotis montivagus","","","","0","14181","","myotis","","0","","","","eutheria","chiroptera","iucn","montivagus","","","","","vespertilionidae","bats"
"1783","","Myotis morrisi","","","","0","14182","","myotis","","0","","","","eutheria","chiroptera","iucn","morrisi","","","","","vespertilionidae","bats"
"1784","","Myotis muricola","","","","0","14183","","myotis","","0","","","","eutheria","chiroptera","iucn","muricola","","","","","vespertilionidae","bats"
"1785","","Myotis myotis","","","","0","14133","","myotis","","0","","","","eutheria","chiroptera","iucn","myotis","","","","","vespertilionidae","bats"
"1786","","Myotis mystacinus","","","","0","14134","","myotis","","0","","","","eutheria","chiroptera","iucn","mystacinus","","","","","vespertilionidae","bats"
"1787","","Myotis nattereri","","","","0","14135","","myotis","","0","","","","eutheria","chiroptera","iucn","nattereri","","","","","vespertilionidae","bats"
"1788","","Myotis nesopolus","","","","0","14184","","myotis","","0","","","","eutheria","chiroptera","iucn","nesopolus","","","","","vespertilionidae","bats"
"1789","","Myotis nigricans","","","","0","14185","","myotis","","0","","","","eutheria","chiroptera","iucn","nigricans","","","","","vespertilionidae","bats"
"1790","","Myotis nipalensis","","","","0","136495","","myotis","","0","","","","eutheria","chiroptera","iucn","nipalensis","","","","","vespertilionidae","bats"
"1791","","Myotis occultus","","","","0","136650","","myotis","","0","","","","eutheria","chiroptera","iucn","occultus","","","","","vespertilionidae","bats"
"1792","","Myotis oreias","","","","0","14186","","myotis","","0","","","","eutheria","chiroptera","iucn","oreias","","","","","vespertilionidae","bats"
"1793","","Myotis oxyotus","","","","0","14187","","myotis","","0","","","","eutheria","chiroptera","iucn","oxyotus","","","","","vespertilionidae","bats"
"1794","","Myotis peninsularis","","","","0","14189","","myotis","","0","","","","eutheria","chiroptera","iucn","peninsularis","","","","","vespertilionidae","bats"
"1795","","Myotis pequinius","","","","0","14190","","myotis","","0","","","","eutheria","chiroptera","iucn","pequinius","","","","","vespertilionidae","bats"
"1796","","Myotis petax","","","","0","100000237","","myotis","","0","","","","eutheria","chiroptera","newsp","petax","","","","","vespertilionidae","bats"
"1797","","Myotis phanluongi","","","","0","100000238","","myotis","","0","","","","eutheria","chiroptera","newsp","phanluongi","","","","","vespertilionidae","bats"
"1798","","Myotis pilosus","","","","0","14193","","myotis","","0","","","","eutheria","chiroptera","iucn","pilosus","","","","","vespertilionidae","bats"
"1799","","Myotis planiceps","","","","0","14191","","myotis","","0","","","","eutheria","chiroptera","iucn","planiceps","","","","","vespertilionidae","bats"
"1800","","Myotis pruinosus","","","","0","14192","","myotis","","0","","","","eutheria","chiroptera","iucn","pruinosus","","","","","vespertilionidae","bats"
"1801","","Myotis punicus","","","","0","44864","","myotis","","0","","","","eutheria","chiroptera","iucn","punicus","","","","","vespertilionidae","bats"
"1802","","Myotis ridleyi","","","","0","14194","","myotis","","0","","","","eutheria","chiroptera","iucn","ridleyi","","","","","vespertilionidae","bats"
"1803","","Myotis riparius","","","","0","14195","","myotis","","0","","","","eutheria","chiroptera","iucn","riparius","","","","","vespertilionidae","bats"
"1804","","Myotis rosseti","","","","0","14196","","myotis","","0","","","","eutheria","chiroptera","iucn","rosseti","","","","","vespertilionidae","bats"
"1805","","Myotis ruber","","","","0","14197","","myotis","","0","","","","eutheria","chiroptera","iucn","ruber","","","","","vespertilionidae","bats"
"1806","","Myotis rufopictus","","","","0","136411","","myotis","","0","","","","eutheria","chiroptera","iucn","rufopictus","","","","","vespertilionidae","bats"
"1807","","Myotis schaubi","","","","0","14198","","myotis","","0","","","","eutheria","chiroptera","iucn","schaubi","","","","","vespertilionidae","bats"
"1808","","Myotis scotti","","","","0","14199","","myotis","","0","","","","eutheria","chiroptera","iucn","scotti","","","","","vespertilionidae","bats"
"1809","","Myotis secundus","","","","0","100000239","","myotis","","0","","","","eutheria","chiroptera","newsp","secundus","","","","","vespertilionidae","bats"
"1810","","Myotis septentrionalis","","","","0","14201","","myotis","","0","","","","eutheria","chiroptera","iucn","septentrionalis","","","","","vespertilionidae","bats"
"1811","","Myotis sicarius","","","","0","14202","","myotis","","0","","","","eutheria","chiroptera","iucn","sicarius","","","","","vespertilionidae","bats"
"1812","","Myotis siligorensis","","","","0","14203","","myotis","","0","","","","eutheria","chiroptera","iucn","siligorensis","","","","","vespertilionidae","bats"
"1813","","Myotis simus","","","","0","14204","","myotis","","0","","","","eutheria","chiroptera","iucn","simus","","","","","vespertilionidae","bats"
"1814","","Myotis sodalis","","","","0","14136","","myotis","","0","","","","eutheria","chiroptera","iucn","sodalis","","","","","vespertilionidae","bats"
"1815","","Myotis soror","","","","0","100000240","","myotis","","0","","","","eutheria","chiroptera","newsp","soror","","","","","vespertilionidae","bats"
"1816","","Myotis stalkeri","","","","0","14205","","myotis","","0","","","","eutheria","chiroptera","iucn","stalkeri","","","","","vespertilionidae","bats"
"1817","","Myotis thysanodes","","","","0","14206","","myotis","","0","","","","eutheria","chiroptera","iucn","thysanodes","","","","","vespertilionidae","bats"
"1818","","Myotis tricolor","","","","0","14207","","myotis","","0","","","","eutheria","chiroptera","iucn","tricolor","","","","","vespertilionidae","bats"
"1819","","Myotis velifer","","","","0","14208","","myotis","","0","","","","eutheria","chiroptera","iucn","velifer","","","","","vespertilionidae","bats"
"1820","","Myotis vivesi","","","","0","14209","","myotis","","0","","","","eutheria","chiroptera","iucn","vivesi","","","","","vespertilionidae","bats"
"1821","","Myotis volans","","","","0","14210","","myotis","","0","","","","eutheria","chiroptera","iucn","volans","","","","","vespertilionidae","bats"
"1822","","Myotis welwitschii","","","","0","14211","","myotis","","0","","","","eutheria","chiroptera","iucn","welwitschii","","","","","vespertilionidae","bats"
"1823","","Myotis yanbarensis","","","","0","29484","","myotis","","0","","","","eutheria","chiroptera","iucn","yanbarensis","","","","","vespertilionidae","bats"
"1824","","Myotis yumanensis","","","","0","14213","","myotis","","0","","","","eutheria","chiroptera","iucn","yumanensis","","","","","vespertilionidae","bats"
"1825","","Neoromicia brunnea","","","","0","44917","","neoromicia","","0","","","","eutheria","chiroptera","iucn","brunnea","","","","","vespertilionidae","bats"
"1826","","Neoromicia capensis","","","","0","44918","","neoromicia","","0","","","","eutheria","chiroptera","iucn","capensis","","","","","vespertilionidae","bats"
"1827","","Neoromicia flavescens","","","","0","44919","","neoromicia","","0","","","","eutheria","chiroptera","iucn","flavescens","","","","","vespertilionidae","bats"
"1828","","Neoromicia guineensis","","","","0","44920","","neoromicia","","0","","","","eutheria","chiroptera","iucn","guineensis","","","","","vespertilionidae","bats"
"1829","","Neoromicia helios","","","","0","44921","","neoromicia","","0","","","","eutheria","chiroptera","iucn","helios","","","","","vespertilionidae","bats"
"1830","","Neoromicia malagasyensis","","","","0","136820","","neoromicia","","0","","","","eutheria","chiroptera","iucn","malagasyensis","","","","","vespertilionidae","bats"
"1831","","Neoromicia matroka","","","","0","40033","","neoromicia","","0","","","","eutheria","chiroptera","iucn","matroka","","","","","vespertilionidae","bats"
"1832","","Neoromicia melckorum","","","","0","44922","","neoromicia","","0","","","","eutheria","chiroptera","iucn","melckorum","","","","","vespertilionidae","bats"
"1833","","Neoromicia nana","","","","0","44923","","neoromicia","","0","","","","eutheria","chiroptera","iucn","nana","","","","","vespertilionidae","bats"
"1834","","Neoromicia rendalli","","","","0","44924","","neoromicia","","0","","","","eutheria","chiroptera","iucn","rendalli","","","","","vespertilionidae","bats"
"1835","","Neoromicia robertsi","","","","0","100000244","","neoromicia","","0","","","","eutheria","chiroptera","newsp","robertsi","","","","","vespertilionidae","bats"
"1836","","Neoromicia roseveari","","","","0","100000245","","neoromicia","","0","","","","eutheria","chiroptera","newsp","roseveari","","","","","vespertilionidae","bats"
"1837","","Neoromicia somalica","","","","0","44925","","neoromicia","","0","","","","eutheria","chiroptera","iucn","somalica","","","","","vespertilionidae","bats"
"1838","","Neoromicia tenuipinnis","","","","0","44926","","neoromicia","","0","","","","eutheria","chiroptera","iucn","tenuipinnis","","","","","vespertilionidae","bats"
"1839","","Neoromicia zuluensis","","","","0","44927","","neoromicia","","0","","","","eutheria","chiroptera","iucn","zuluensis","","","","","vespertilionidae","bats"
